Respondent ID,Month,Year,Survey Date,Response Time,Helpful Caring,Professional,Competent Knowledgeable,Overall Service,ObjectId
10565163263,February,2019,3/2/2019 0:46,3,4,4,5,5,1
10565912987,February,2019,3/2/2019 15:34,4,5,5,5,5,2
10566210826,February,2019,3/2/2019 20:32,4,5,5,4,5,3
10566372333,February,2019,3/2/2019 23:45,5,5,5,5,5,4
10566927260,February,2019,3/3/2019 14:50,5,5,5,5,5,5
10566981826,February,2019,3/3/2019 15:52,3,5,5,5,5,6
10567112116,February,2019,3/3/2019 18:18,3,4,3,4,3,7
10569177842,February,2019,3/4/2019 18:33,5,5,5,5,5,8
10569221823,February,2019,3/4/2019 18:50,4,5,5,5,5,9
10569228563,February,2019,3/4/2019 18:53,3,4,4,4,3,10
10569439195,February,2019,3/4/2019 20:12,4,5,5,4,5,11
10569994634,February,2019,3/5/2019 0:27,5,5,5,4,5,12
10570036741,February,2019,3/5/2019 0:53,5,5,5,5,5,13
10570101835,February,2019,3/5/2019 1:33,4,4,4,4,4,14
10701830520,April,2019,5/2/2019 7:56,4,4,4,4,4,15
10570153645,February,2019,3/5/2019 2:05,5,5,5,5,5,16
10570451338,February,2019,3/5/2019 5:44,5,4,4,4,5,17
10705624782,April,2019,5/3/2019 17:02,4,5,5,5,5,18
10570587010,February,2019,3/5/2019 7:49,5,5,5,5,5,19
10523787557,January,2019,2/11/2019 23:34,5,5,5,5,5,20
10661217711,July,2019,4/13/2019 0:05,5,5,5,5,5,21
10572384964,February,2019,3/5/2019 21:16,5,4,5,5,5,22
10705633099,April,2019,5/3/2019 17:05,5,5,5,5,5,23
10525079819,January,2019,2/12/2019 14:30,4,5,5,5,5,24
10572419946,February,2019,3/5/2019 21:30,5,5,5,5,5,25
10663232921,August,2019,4/14/2019 20:21,5,5,5,5,5,26
10705711475,April,2019,5/3/2019 17:34,4,5,5,5,5,27
10525303718,February,2019,2/12/2019 15:52,4,5,5,5,5,28
10572635983,February,2019,3/5/2019 23:06,5,4,5,5,5,29
10705751063,April,2019,5/3/2019 17:49,5,5,5,5,5,30
10663306264,September,2019,4/14/2019 21:50,4,5,5,5,5,31
10572752907,February,2019,3/6/2019 0:09,5,4,5,4,5,32
10705786998,April,2019,5/3/2019 18:03,5,5,5,5,5,33
10525306701,February,2019,2/12/2019 15:53,3,5,5,5,5,34
10663533205,October,2019,4/15/2019 2:19,4,5,5,5,5,35
10525337150,February,2019,2/12/2019 16:04,4,5,5,5,5,36
10575723657,February,2019,3/7/2019 0:59,5,5,5,5,5,37
10705898925,April,2019,5/3/2019 18:50,4,5,4,4,5,38
10663549721,November,2019,4/15/2019 2:36,5,5,5,5,5,39
10525378065,February,2019,2/12/2019 16:18,3,2,4,3,1,40
10581801530,February,2019,3/9/2019 18:10,4,5,5,4,5,41
10675979387,April,2019,4/19/2019 22:32,4,5,5,5,5,42
10705936934,April,2019,5/3/2019 19:05,5,5,5,5,5,43
10525385522,February,2019,2/12/2019 16:20,5,5,5,5,5,44
10675979885,April,2019,4/19/2019 22:32,5,5,5,5,5,45
10583047912,February,2019,3/11/2019 0:20,4,5,5,5,5,46
10705938914,April,2019,5/3/2019 19:06,4,5,5,5,5,47
10525512015,January,2019,2/12/2019 17:02,5,5,5,5,5,48
10675980751,April,2019,4/19/2019 22:36,5,5,5,5,5,49
10585059276,February,2019,3/11/2019 19:27,5,5,5,5,5,50
10676006832,April,2019,4/19/2019 22:56,3,5,5,5,5,51
10706069518,April,2019,5/3/2019 20:02,4,3,4,4,4,52
10525577406,February,2019,2/12/2019 17:25,3,4,4,5,5,53
10676024907,April,2019,4/19/2019 23:13,4,4,4,4,5,54
10585099888,February,2019,3/11/2019 19:40,5,5,5,5,5,55
10706136755,April,2019,5/3/2019 20:31,5,5,5,5,5,56
10525598683,February,2019,2/12/2019 17:32,5,5,5,5,5,57
10676029057,April,2019,4/19/2019 23:16,5,5,5,5,5,58
10585275454,February,2019,3/11/2019 20:39,5,4,4,5,3,59
10706330174,April,2019,5/3/2019 22:01,3,3,4,3,3,60
10525734423,January,2019,2/12/2019 18:21,4,5,5,5,5,61
10676043152,April,2019,4/19/2019 23:29,5,5,5,5,5,62
10585357493,February,2019,3/11/2019 21:10,4,5,5,5,5,63
10706535800,April,2019,5/4/2019 0:15,3,5,5,5,5,64
10526173069,February,2019,2/12/2019 21:14,5,5,5,5,5,65
10676046283,April,2019,4/19/2019 23:31,5,5,5,5,5,66
10585756924,February,2019,3/12/2019 0:14,4,5,5,4,5,67
10706552866,April,2019,5/4/2019 0:29,5,5,5,5,5,68
10526306551,February,2019,2/12/2019 22:13,5,5,5,5,5,69
10676081184,April,2019,4/20/2019 0:01,4,5,5,5,5,70
10586178721,February,2019,3/12/2019 4:53,5,5,5,5,5,71
10706918808,April,2019,5/4/2019 7:54,5,5,5,5,5,72
10526319199,February,2019,2/12/2019 22:19,5,5,5,4,5,73
10676083835,April,2019,4/20/2019 0:03,3,4,4,4,4,74
10588505205,February,2019,3/12/2019 23:18,5,5,5,5,5,75
10707166288,April,2019,5/4/2019 13:29,5,5,5,5,5,76
10526331511,February,2019,2/12/2019 22:25,5,5,5,5,5,77
10676083876,April,2019,4/20/2019 0:03,5,5,5,5,5,78
10606519835,February,2019,3/20/2019 17:25,5,5,5,5,5,79
10707253880,April,2019,5/4/2019 15:02,3,4,4,4,3,80
10708233821,April,2019,5/5/2019 14:45,3,5,5,5,5,81
10676178256,April,2019,4/20/2019 1:38,4,4,4,4,5,82
10724611520,May,2019,5/13/2019 0:15,5,5,5,5,5,83
10649498855,March,2019,4/8/2019 20:07,4,5,5,5,5,84
10526377613,February,2019,2/12/2019 22:49,3,4,5,4,4,85
10526572243,February,2019,2/13/2019 0:43,3,4,4,5,3,86
10724687845,May,2019,5/13/2019 1:37,4,4,4,5,5,87
10676183609,April,2019,4/20/2019 1:43,5,5,5,5,5,88
10709005582,April,2019,5/6/2019 6:03,5,5,5,5,5,89
10465917976,January,2019,1/14/2019 21:28,5,5,5,5,5,90
10649594066,March,2019,4/8/2019 20:43,4,4,4,4,4,91
10465992214,January,2019,1/14/2019 22:01,3,4,5,4,5,92
10724738453,May,2019,5/13/2019 2:33,5,5,5,5,5,93
10495216665,January,2019,1/29/2019 5:20,5,5,5,5,5,94
10526845803,January,2019,2/13/2019 4:09,3,3,4,4,3,95
10711130412,May,2019,5/6/2019 23:59,5,5,5,5,5,96
10676260991,April,2019,4/20/2019 3:11,5,5,5,5,5,97
10649718289,March,2019,4/8/2019 21:31,5,5,5,5,4,98
10466024485,January,2019,1/14/2019 22:15,5,5,5,5,5,99
10711137432,May,2019,5/7/2019 0:03,5,4,4,4,5,100
10527503850,February,2019,2/13/2019 13:07,5,5,5,5,5,101
10724828871,May,2019,5/13/2019 4:11,5,5,5,5,5,102
10756629402,May,2019,5/26/2019 22:41,5,5,5,5,5,103
10676917152,April,2019,4/20/2019 18:03,4,5,5,5,5,104
10496003744,January,2019,1/29/2019 14:25,5,5,5,5,5,105
10756673055,May,2019,5/26/2019 23:48,5,5,5,5,5,106
10677653327,April,2019,4/21/2019 15:09,5,5,5,5,5,107
10649794652,March,2019,4/8/2019 22:03,3,5,5,5,5,108
10711138825,May,2019,5/7/2019 0:04,4,4,4,4,4,109
10556890250,February,2019,2/26/2019 20:52,5,5,5,5,5,110
10725090928,May,2019,5/13/2019 7:38,4,4,5,5,5,111
10711153624,May,2019,5/7/2019 0:13,4,5,5,5,4,112
10649870695,March,2019,4/8/2019 22:37,5,5,5,5,5,113
10679244405,April,2019,4/22/2019 17:49,5,5,5,5,5,114
10756806691,May,2019,5/27/2019 2:40,4,5,5,5,5,115
10556891575,February,2019,2/26/2019 20:53,5,5,5,5,5,116
10496123463,January,2019,1/29/2019 15:11,5,5,5,5,5,117
10466024664,January,2019,1/14/2019 22:15,4,4,5,4,5,118
10726011552,May,2019,5/13/2019 15:09,5,5,5,5,5,119
10649916696,March,2019,4/8/2019 22:59,3,5,5,5,5,120
10679253885,April,2019,4/22/2019 17:53,4,4,4,4,5,121
10556984236,February,2019,2/26/2019 21:30,5,5,5,5,5,122
10711163252,May,2019,5/7/2019 0:20,5,5,5,5,5,123
10466070060,January,2019,1/14/2019 22:36,5,5,5,5,5,124
10497497129,January,2019,1/30/2019 1:36,5,5,5,5,5,125
10727241217,May,2019,5/13/2019 22:02,5,5,5,5,5,126
10650014581,March,2019,4/8/2019 23:51,5,5,5,5,5,127
10679271888,April,2019,4/22/2019 18:00,5,4,4,4,5,128
10557000129,February,2019,2/26/2019 21:37,5,5,5,5,5,129
10711192280,May,2019,5/7/2019 0:38,4,4,4,5,5,130
10757845738,May,2019,5/27/2019 16:31,5,5,5,5,5,131
10466090774,January,2019,1/14/2019 22:47,4,5,4,5,5,132
10500057983,January,2019,1/31/2019 2:20,3,4,5,4,5,133
10727244317,May,2019,5/13/2019 22:04,5,5,5,5,5,134
10650077933,March,2019,4/9/2019 0:28,3,5,4,4,3,135
10679286598,April,2019,4/22/2019 18:06,5,5,5,5,5,136
10557092462,February,2019,2/26/2019 22:17,5,5,5,5,5,137
10711197538,May,2019,5/7/2019 0:41,5,5,5,5,5,138
10758009959,May,2019,5/27/2019 18:17,5,5,5,5,5,139
10466228255,January,2019,1/15/2019 0:06,5,5,5,5,5,140
10500142818,January,2019,1/31/2019 3:32,5,5,5,5,5,141
10650354639,March,2019,4/9/2019 3:24,4,5,5,5,5,142
10679303563,April,2019,4/22/2019 18:13,5,5,5,5,5,143
10727259699,May,2019,5/13/2019 22:10,5,5,5,5,5,144
10557112037,February,2019,2/26/2019 22:26,5,5,5,5,5,145
10711201183,May,2019,5/7/2019 0:44,5,5,5,5,5,146
10758092792,May,2019,5/27/2019 19:17,5,4,5,4,5,147
10466383019,January,2019,1/15/2019 1:50,3,5,5,4,5,148
10506182340,January,2019,2/3/2019 7:17,5,5,5,5,5,149
10650461729,March,2019,4/9/2019 4:39,4,5,5,5,5,150
10679325963,April,2019,4/22/2019 18:23,4,4,4,5,5,151
10727260643,May,2019,5/13/2019 22:11,5,5,5,5,5,152
10557114762,February,2019,3/6/2019 0:53,4,4,4,4,5,153
10557117775,February,2019,2/26/2019 22:28,3,4,4,4,3,154
10557131148,February,2019,2/26/2019 22:35,5,5,5,5,5,155
10557131347,February,2019,2/26/2019 22:35,4,4,4,4,5,156
10557141771,February,2019,2/26/2019 22:40,5,5,5,5,5,157
10557156258,February,2019,2/26/2019 22:47,5,5,5,5,5,158
10557173386,February,2019,2/26/2019 22:56,5,5,5,5,5,159
10557173882,February,2019,2/26/2019 22:56,5,5,5,5,5,160
10557246744,February,2019,2/26/2019 23:35,2,1,1,1,2,161
10557250838,February,2019,2/26/2019 23:37,5,5,5,5,5,162
10557327791,February,2019,2/27/2019 0:20,5,5,5,5,5,163
10557376818,February,2019,2/27/2019 0:47,5,5,5,4,5,164
10557427946,February,2019,2/27/2019 1:16,4,5,5,4,5,165
10557492511,February,2019,2/27/2019 1:55,5,5,5,5,5,166
10557502060,February,2019,2/27/2019 2:01,3,5,5,5,5,167
10557557388,February,2019,2/27/2019 2:38,5,5,5,5,5,168
10557633291,February,2019,2/27/2019 3:31,4,4,4,4,5,169
10557661755,February,2019,2/27/2019 3:53,4,5,5,5,5,170
10558838145,February,2019,2/27/2019 16:24,5,5,5,5,5,171
10559560054,February,2019,2/27/2019 20:40,5,5,5,5,5,172
10560035369,February,2019,2/28/2019 0:37,5,5,5,5,5,173
10560380720,February,2019,2/28/2019 4:49,5,5,5,5,5,174
10561623109,February,2019,2/28/2019 16:42,5,4,4,4,5,175
10562488190,February,2019,2/28/2019 22:30,4,4,5,4,5,176
10562603664,February,2019,2/28/2019 23:35,5,5,5,4,5,177
10759653593,May,2019,5/28/2019 14:29,4,5,4,4,5,178
10727307131,May,2019,5/13/2019 22:32,5,5,5,5,5,179
10763328600,May,2019,5/29/2019 19:33,4,5,5,5,5,180
10679483875,April,2019,4/22/2019 19:29,5,5,5,5,5,181
10727313342,May,2019,5/13/2019 22:35,5,5,5,5,5,182
10650629496,March,2019,4/9/2019 7:07,3,5,5,5,5,183
10711208420,May,2019,5/7/2019 0:49,5,5,5,5,5,184
10506313617,January,2019,2/3/2019 11:38,4,5,5,5,5,185
10466566714,January,2019,1/15/2019 4:14,3,5,5,5,5,186
10766318353,June,2019,5/30/2019 18:56,4,5,5,5,5,187
10679518100,April,2019,4/22/2019 19:44,5,5,5,5,5,188
10727349043,May,2019,5/13/2019 22:53,5,5,5,4,5,189
10650649336,March,2019,4/9/2019 7:22,5,5,5,5,5,190
10711217176,May,2019,5/7/2019 0:54,5,5,5,5,5,191
10508365808,January,2019,2/4/2019 18:12,4,5,4,4,3,192
10467654855,January,2019,1/15/2019 16:20,4,5,5,5,5,193
10773335039,May,2019,6/3/2019 18:36,5,5,5,5,5,194
10679579318,April,2019,4/22/2019 20:10,5,5,5,5,5,195
10727357389,May,2019,5/13/2019 22:57,5,5,5,5,5,196
10651387997,March,2019,4/9/2019 14:21,3,5,5,5,5,197
10711273881,May,2019,5/7/2019 1:30,4,5,5,5,5,198
10508374099,January,2019,2/4/2019 18:15,5,5,5,5,5,199
10467691036,January,2019,1/15/2019 16:33,2,2,2,1,2,200
10773372650,May,2019,6/3/2019 18:50,4,5,5,5,5,201
10679756399,April,2019,4/22/2019 21:27,5,5,5,5,5,202
10727493536,May,2019,5/14/2019 0:11,5,5,5,5,5,203
10652036078,February,2019,4/9/2019 17:54,5,5,5,5,5,204
10711277988,May,2019,5/7/2019 1:33,5,5,5,5,5,205
10508381512,January,2019,2/4/2019 18:18,5,5,5,5,5,206
10467903975,January,2019,1/15/2019 17:57,4,4,4,4,5,207
10773386983,May,2019,6/3/2019 18:56,5,5,5,5,5,208
10679761345,April,2019,4/22/2019 21:29,5,5,5,5,5,209
10727540762,May,2019,5/14/2019 0:38,5,5,5,5,5,210
10652296423,March,2019,4/9/2019 19:22,4,4,5,5,5,211
10711361750,May,2019,5/7/2019 2:28,5,5,5,5,5,212
10508382177,January,2019,2/4/2019 18:18,5,5,5,5,5,213
10469227061,January,2019,1/16/2019 3:19,4,5,5,5,5,214
10679795269,April,2019,4/22/2019 21:45,5,5,5,5,5,215
10727592473,May,2019,5/14/2019 1:06,5,5,5,5,5,216
10655021750,April,2019,4/10/2019 18:27,5,5,5,5,5,217
10773389098,May,2019,6/3/2019 18:56,5,5,5,5,5,218
10711515399,May,2019,5/14/2019 18:34,5,5,5,4,5,219
10508416312,January,2019,2/4/2019 18:31,5,5,5,5,5,220
10471916572,January,2019,1/17/2019 1:54,4,5,5,5,5,221
10679929622,April,2019,4/22/2019 22:53,5,5,5,5,5,222
10728011692,May,2019,5/14/2019 6:35,3,4,3,4,4,223
10656105461,May,2019,4/11/2019 2:44,5,5,5,4,5,224
10773523944,May,2019,6/3/2019 19:50,5,5,5,5,5,225
10711586502,May,2019,5/7/2019 5:25,5,5,5,5,5,226
10508465263,January,2019,2/4/2019 18:49,5,5,5,5,5,227
10480709702,January,2019,1/21/2019 23:17,4,5,5,4,4,228
10680190744,April,2019,4/23/2019 1:41,5,5,5,5,5,229
10728800064,May,2019,5/14/2019 14:13,5,5,5,5,5,230
10660764239,June,2019,4/12/2019 20:00,4,4,4,4,5,231
10773570043,May,2019,6/3/2019 20:08,5,5,5,5,5,232
10711983637,May,2019,5/7/2019 10:31,4,5,5,5,5,233
10508467671,January,2019,2/4/2019 18:50,5,5,4,4,4,234
10481021583,January,2019,1/22/2019 3:50,4,5,4,5,5,235
10680344269,April,2019,4/23/2019 3:32,5,3,5,5,1,236
10728812803,May,2019,5/14/2019 14:18,5,5,5,5,5,237
10773634171,May,2019,6/3/2019 20:34,5,5,5,5,5,238
10712273469,May,2019,5/7/2019 13:18,3,4,5,5,5,239
10508468621,January,2019,2/4/2019 18:51,3,5,5,4,5,240
10481744771,January,2019,1/22/2019 13:16,5,5,5,5,5,241
10680364164,April,2019,4/23/2019 3:48,2,5,5,5,5,242
10729623923,May,2019,5/14/2019 18:41,5,5,5,5,5,243
10773821462,May,2019,6/3/2019 21:56,5,5,5,5,5,244
10713695097,May,2019,5/7/2019 21:01,5,5,5,5,5,245
10508536133,January,2019,2/4/2019 19:17,4,5,5,4,5,246
10482974848,January,2019,1/22/2019 21:34,5,5,5,5,5,247
10682626254,April,2019,4/23/2019 22:28,5,5,5,5,5,248
10686880779,April,2019,4/25/2019 14:22,5,5,5,5,5,249
10688300484,April,2019,4/25/2019 23:24,4,5,5,5,5,250
10688728718,April,2019,4/26/2019 4:47,5,5,5,5,5,251
10691829985,April,2019,4/27/2019 22:23,4,4,4,4,5,252
10694458838,April,2019,4/29/2019 17:15,5,5,5,5,5,253
10694490382,April,2019,4/29/2019 17:26,5,5,5,5,5,254
10694511133,April,2019,4/29/2019 17:33,4,5,5,5,5,255
10694572361,April,2019,4/29/2019 17:54,4,4,4,5,5,256
10694604877,April,2019,4/29/2019 18:05,5,5,5,5,5,257
10694608453,April,2019,4/29/2019 18:06,5,5,5,5,5,258
10694779192,April,2019,4/29/2019 19:05,3,4,4,4,4,259
10701065556,April,2019,5/1/2019 23:04,5,3,4,3,4,260
10508547207,January,2019,2/4/2019 19:21,4,5,5,5,5,261
10729949783,May,2019,5/14/2019 20:29,3,5,5,4,4,262
10508624535,January,2019,2/4/2019 19:51,5,5,5,5,5,263
10508649717,January,2019,2/4/2019 20:01,5,5,5,5,5,264
10733150759,May,2019,5/15/2019 20:29,4,4,5,5,5,265
10508967010,January,2019,2/4/2019 22:23,3,5,5,5,5,266
10482988358,January,2019,1/22/2019 21:40,2,3,4,3,4,267
10733616127,May,2019,5/16/2019 0:00,5,5,5,5,5,268
10508975918,January,2019,2/4/2019 22:27,3,4,4,4,5,269
10483021099,January,2019,1/22/2019 21:54,5,5,5,5,5,270
10733838965,May,2019,5/16/2019 2:22,5,5,5,5,5,271
10509044591,January,2019,2/4/2019 23:06,5,5,5,5,5,272
10483090735,January,2019,1/22/2019 22:28,5,5,5,5,5,273
10735633786,May,2019,5/16/2019 18:14,3,4,4,4,5,274
10713837552,May,2019,5/7/2019 21:55,5,5,5,5,5,275
10509183535,January,2019,2/5/2019 0:42,5,5,5,5,5,276
10483144570,January,2019,1/22/2019 22:57,4,5,5,5,5,277
10739919210,May,2019,5/18/2019 18:16,4,5,5,5,5,278
10714229805,May,2019,5/8/2019 1:15,4,4,5,4,5,279
